,fighter,salary,year
2686,Manny Gamburyan,"$96,000 ",2016
2687,Antonio Carlos Junior,"$94,000 ",2016
2688,Francimar Barroso,"$94,000 ",2016
2689,Randy Brown,"$94,000 ",2016
2690,Sean Spencer,"$94,000 ",2016
2691,Rob Font,"$93,500 ",2016
2692,Sean Strickland,"$93,500 ",2016
2693,Danny Roberts,"$93,000 ",2016
2694,Scott Askham,"$93,000 ",2016
2695,Misha Cirkunov,"$91,500 ",2016
2696,Court McGee,"$91,000 ",2016
2697,Nik Lentz,"$91,000 ",2016
2698,Cortney Casey,"$89,500 ",2016
2699,Steve Bosse,"$89,000 ",2016
2700,Wilson Reis,"$88,000 ",2016
2701,Lauren Murphy,"$87,000 ",2016
2702,Mairbek Taisumov,"$87,000 ",2016
2703,Kamaru Usman,"$86,500 ",2016
2704,Olivier Aubin-Mercier,"$86,500 ",2016
2705,Colby Covington,"$85,500 ",2016
2706,Zak Cummings,"$85,300 ",2016
2707,Curtis Blaydes,"$85,000 ",2016
2708,Dong Hyun Ma,"$85,000 ",2016
2709,Eric Spicely,"$85,000 ",2016
2710,Marcin Tybura,"$85,000 ",2016
2711,Gilbert Burns,"$82,700 ",2016
2712,Jake Collier,"$82,500 ",2016
2713,Tatiana Suarez,"$82,500 ",2016
2714,Germaine de Randamie,"$81,000 ",2016
2715,Daniel Omielanczuk,"$80,500 ",2016
2716,Bethe Correia,"$80,000 ",2016
2717,Chris Wade,"$79,500 ",2016
2718,Dominique Steele,"$79,000 ",2016
2719,Anthony Hamilton,"$78,500 ",2016
2720,Santiago Ponzinibbio,"$78,000 ",2016
2721,Trevor Smith,"$77,000 ",2016
2722,Artem Lobov,"$76,500 ",2016
2723,Tatsuya Kawajiri,"$76,000 ",2016
2724,Shamil Abdurakhimov,"$75,500 ",2016
2725,Brian Ortega,"$75,000 ",2016
2726,Clay Guida,"$75,000 ",2016
2727,Kelly Faszholz,"$75,000 ",2016
2728,Luan Chagas,"$75,000 ",2016
2729,Tim Kennedy,"$75,000 ",2016
2730,Ray Borg,"$74,100 ",2016
2731,Ian McCall,"$74,000 ",2016
2732,Abdul Razak Alhassan,"$72,500 ",2016
2733,Diego Rivas,"$72,500 ",2016
2734,Douglas Silva de Andrade,"$72,500 ",2016
2735,Felice Herrig,"$72,500 ",2016
2736,Gadzhimurad Antigulov,"$72,500 ",2016
2737,Gerald Meerschaert,"$72,500 ",2016
2738,Jack Marshman,"$72,500 ",2016
2739,Luke Sanders,"$72,500 ",2016
2740,Teemu Packalen,"$72,500 ",2016
2741,Tyson Pedro,"$72,500 ",2016
2742,Leon Edwards,"$71,500 ",2016
2743,Felipe Arantes,"$70,400 ",2016
2744,Alexander Yakovlev,"$69,200 ",2016
2745,Rory MacDonald,"$69,000 ",2016
2746,Johnny Case,"$68,500 ",2016
2747,Omari Akhmedov,"$68,000 ",2016
2748,Daniel Kelly,"$67,500 ",2016
2749,Keita Nakamura,"$67,500 ",2016
2750,Julianna Pena,"$66,500 ",2016
2751,Brad Tavares,"$66,000 ",2016
2752,Francisco Rivera,"$66,000 ",2016
2753,Jason Saggo,"$65,500 ",2016
2754,Andrew Sanchez,"$65,000 ",2016
2755,Joe Soto,"$65,000 ",2016
2756,Joe Duffy,"$65,000 ",2016
2757,Takanori Gomi,"$65,000 ",2016
2758,Andre Fili,"$64,700 ",2016
2759,Justin Scoggins,"$63,000 ",2016
2760,Carla Esparza,"$62,500 ",2016
2761,Jim Alers,"$62,500 ",2016
2762,Ricky Glenn,"$62,500 ",2016
2763,Saparbeg Safarov,"$62,500 ",2016
2764,Damien Brown,"$61,500 ",2016
2765,James Vick,"$60,500 ",2016
2766,Gabriel Gonzaga,"$60,000 ",2016
2767,Jessica Eye,"$60,000 ",2016
2768,Maximo Blanco,"$60,000 ",2016
2769,Roan Carneiro,"$60,000 ",2016
2770,Warlley Alves,"$59,500 ",2016
2771,Godofredo Pepey,"$58,000 ",2016
2772,Joanne Wood,"$58,000 ",2016
2773,Sergio Moraes,"$58,000 ",2016
2774,Zach Makovsky,"$58,000 ",2016
2775,Kevin Casey,"$57,500 ",2016
2776,Alan Patrick,"$57,000 ",2016
2777,Maryna Moroz,"$57,000 ",2016
2778,Thiago Alves,"$56,000 ",2016
2779,Elvis Mutapcic,"$55,500 ",2016
2780,Chad Laprise,"$55,100 ",2016
2781,Mickey Gall,"$55,000 ",2016
2782,Vitor Miranda,"$55,000 ",2016
2783,Ali Bagautinov,"$54,000 ",2016
2784,Takeya Mizugaki,"$54,000 ",2016
2785,Sergio Pettis,"$53,000 ",2016
2786,Stevie Ray,"$53,000 ",2016
2787,Shane Campbell,"$52,500 ",2016
2788,Erik Koch,"$52,000 ",2016
2789,Raphael Assuncao,"$52,000 ",2016
2790,Thiago Tavares,"$52,000 ",2016
2791,Tom Breese,"$52,000 ",2016
2792,Brandon Thatch,"$51,500 ",2016
2793,Uriah Hall,"$51,000 ",2016
2794,Michel Prazeres,"$50,800 ",2016
2795,Enrique Barzola,"$50,000 ",2016
2796,Alex Nicholson,"$49,500 ",2016
2797,Ashlee Evans-Smith,"$49,000 ",2016
2798,Bryan Barberena,"$49,000 ",2016
2799,Damian Stasiak,"$49,000 ",2016
2800,David Teymur,"$49,000 ",2016
2801,Marc Diakiese,"$49,000 ",2016
2802,Marvin Vettori,"$49,000 ",2016
2803,Mike Perry,"$49,000 ",2016
2804,Cole Miller,"$48,000 ",2016
2805,Ben Nguyen,"$47,000 ",2016
2806,Juliana Lima,"$47,000 ",2016
2807,Rafael ‘Feijao’ Cavalcante,"$47,000 ",2016
2808,Valentina Shevchenko,"$47,000 ",2016
2809,Justine Kish,"$46,600 ",2016
2810,Matt Mitrione,"$46,000 ",2016
2811,Ryan Benoit,"$46,000 ",2016
2812,Dan Hooker,"$45,500 ",2016
2813,Magnus Cedenblad,"$45,500 ",2016
2814,Kailin Curran,"$45,000 ",2016
2815,Leonardo Santos,"$45,000 ",2016
2816,Leandro Silva,"$44,500 ",2016
2817,Sage Northcutt,"$44,500 ",2016
2818,KJ Noons,"$44,000 ",2016
2819,Bec Rawlings,"$43,000 ",2016
2820,C.B. Dollaway,"$43,000 ",2016
2821,Leslie Smith,"$43,000 ",2016
2822,Liz Carmouche,"$43,000 ",2016
2823,Marcos Rogerio de Lima,"$43,000 ",2016
2824,Michael Graves,"$43,000 ",2016
2825,Michinori Tanaka,"$43,000 ",2016
2826,Timothy Johnson,"$43,000 ",2016
2827,Zak Ottow,"$43,000 ",2016
2828,Elias Theodorou,"$42,500 ",2016
2829,Andrew Holbrook,"$41,000 ",2016
2830,Bryan Caraway,"$41,000 ",2016
2831,Damian Grabowski,"$41,000 ",2016
2832,Marion Reneau,"$41,000 ",2016
2833,Marlon Vera,"$41,000 ",2016
2834,Scott Holtzman,"$41,000 ",2016
2835,Thibault Gouti,"$40,900 ",2016
2836,Randa Markos,"$40,600 ",2016
2837,Siyar Bahadurzada,"$40,500 ",2016
2838,Amanda Cooper,"$40,000 ",2016
2839,Tamdan McCrory,"$40,000 ",2016
2840,Glaico Franca Moreira,"$39,000 ",2016
2841,James Krause,"$39,000 ",2016
2842,Jussier Formiga,"$39,000 ",2016
2843,Hacran Dias,"$38,800 ",2016
2844,Jared Rosholt,"$38,000 ",2016
2845,Tom Lawlor,"$38,000 ",2016
2846,Cat Zingano,"$37,500 ",2016
2847,Bojan Velickovic,"$37,000 ",2016
2848,Christian Colombo,"$37,000 ",2016
2849,Davey Grant,"$37,000 ",2016
2850,Jack Hermansson,"$37,000 ",2016
2851,Josh Stansbury,"$37,000 ",2016
2852,Katlyn Chookagian,"$37,000 ",2016
2853,Oluwale Bamgbose,"$37,000 ",2016
2854,Walt Harris,"$37,000 ",2016
2855,Ryan Hall,"$36,500 ",2016
2856,Alessio Di Chirico,"$35,000 ",2016
2857,Danielle Taylor,"$35,000 ",2016
2858,Devin Clark,"$35,000 ",2016
2859,James Te Huna,"$35,000 ",2016
2860,Jonathan Meunier,"$35,000 ",2016
2861,Khalil Rountree Jr..,"$35,000 ",2016
2862,Kyle Bochniak,"$35,000 ",2016
2863,Matthew Lopez,"$35,000 ",2016
2864,Max Griffin,"$35,000 ",2016
2865,Nick Hein,"$34,500 ",2016
2866,Bobby Green,"$34,000 ",2016
2867,Jon Tuck,"$34,000 ",2016
2868,John Moraga,"$33,000 ",2016
2869,Neil Seery,"$33,000 ",2016
2870,Richard Walsh,"$33,000 ",2016
2871,Alexa Grasso,"$32,500 ",2016
2872,Aljamain Sterling,"$32,500 ",2016
2873,Diego Ferreira,"$32,500 ",2016
2874,Martin Bravo,"$32,500 ",2016
2875,Nordine Taleb,"$32,500 ",2016
2876,Ryan Janes,"$32,500 ",2016
2877,Alexis Davis,"$32,000 ",2016
2878,Gabriel Benitez,"$30,500 ",2016
2879,Johnny Eduardo,"$30,500 ",2016
2880,Makwan Amirkhani,"$30,500 ",2016
2881,Mirsad Bektic,"$30,500 ",2016
2882,Peter Sobotta,"$30,500 ",2016
2883,Taylor Lapilus,"$30,500 ",2016
2884,Viscardi Andrade,"$30,500 ",2016
2885,Diego Brandao,"$30,200 ",2016
2886,Valerie Letourneau,"$30,200 ",2016
2887,Daron Cruickshank,"$30,000 ",2016
2888,Sam Sicilia,"$30,000 ",2016
2889,Russell Doane,"$29,500 ",2016
2890,Brendan O’Reilly,"$29,000 ",2016
2891,Erick Montano,"$29,000 ",2016
2892,Garreth McLellan,"$29,000 ",2016
2893,Geane Herrera,"$29,000 ",2016
2894,Heather Clark,"$29,000 ",2016
2895,Jonathan Wilson,"$29,000 ",2016
2896,Lucas Martins,"$29,000 ",2016
2897,Mehdi Baghdad,"$29,000 ",2016
2898,Nicolas Dalby,"$29,000 ",2016
2899,Norman Parke,"$29,000 ",2016
2900,Seo Hee Ham,"$29,000 ",2016
2901,Ben Saunders,"$28,000 ",2016
2902,Efrain Escudero,"$28,000 ",2016
2903,Joe Riggs,"$28,000 ",2016
2904,Leonardo Guimaraes,"$27,500 ",2016
2905,Jordan Mein,"$27,000 ",2016
2906,Rony Jason,"$27,000 ",2016
2907,Alberto Mina,"$26,500 ",2016
2908,Alex Morono,"$26,500 ",2016
2909,Alex White,"$26,500 ",2016
2910,Anthony Birchak,"$26,500 ",2016
2911,Arnold Allen,"$26,500 ",2016
2912,Charles Rosa,"$26,500 ",2016
2913,Islam Makhachev,"$26,500 ",2016
2914,Joaquim Silva,"$26,500 ",2016
2915,Jose Quinonez,"$26,500 ",2016
2916,Li Jingliang,"$26,500 ",2016
2917,Marco Beltran,"$26,500 ",2016
2918,Matheus Nicolau,"$26,500 ",2016
2919,Niko Price,"$26,500 ",2016
2920,Renato Moicano,"$26,500 ",2016
2921,Reza Madadi,"$26,500 ",2016
2922,Yuta Sasaki,"$26,500 ",2016
2923,Adriano Martins,"$26,000 ",2016
2924,Viviane Pereira,"$25,300 ",2016
2925,Albert Morales,"$25,000 ",2016
2926,Alberto Uda,"$25,000 ",2016
2927,Anna Elmose,"$25,000 ",2016
2928,Caio Magalhaes,"$25,000 ",2016
2929,Chris Avila,"$25,000 ",2016
2930,Cristina Stanciu,"$25,000 ",2016
2931,Jarjis Danho,"$25,000 ",2016
2932,Jason Novelli,"$25,000 ",2016
2933,Joseph Gigliotti,"$25,000 ",2016
2934,Joey Gomez,"$25,000 ",2016
2935,Lukasz Sajewski,"$25,000 ",2016
2936,Nathan Coy,"$25,000 ",2016
2937,Hyun Gyu Lim,"$23,000 ",2016
2938,Kenny Robertson,"$23,000 ",2016
2939,Adam Milstead,"$22,500 ",2016
2940,Alexander Volkanovski,"$22,500 ",2016
2941,Alexander Volkov,"$22,500 ",2016
2942,Brett Johns,"$22,500 ",2016
2943,Darren Stewart,"$22,500 ",2016
2944,Emil Meek,"$22,500 ",2016
2945,Felipe Silva,"$22,500 ",2016
2946,Frankie Saenz,"$22,500 ",2016
2947,Gregor Gillespie,"$22,500 ",2016
2948,Jamie Moyle,"$22,500 ",2016
2949,Jenel Lausa,"$22,500 ",2016
2950,Jeremy Kennedy,"$22,500 ",2016
2951,Jessica Penne,"$22,500 ",2016
2952,Jessin Ayari,"$22,500 ",2016
2953,Josh Emmett,"$22,500 ",2016
2954,Ketlen Vieira,"$22,500 ",2016
2955,Shane Burgos,"$22,500 ",2016
2956,Sheldon Westcott,"$22,500 ",2016
2957,Tecia Torres,"$22,500 ",2016
2958,Justin Salas,"$21,000 ",2016
2959,Patrick Cummins,"$21,000 ",2016
2960,Yaotzin Meza,"$21,000 ",2016
2961,Igor Pokrajac,"$20,000 ",2016
2962,George Sullivan,"$19,500 ",2016
2963,Noad Lahat,"$19,500 ",2016
2964,Reginaldo Vieira,"$19,500 ",2016
2965,Mike de la Torre,"$19,000 ",2016
2966,Mitch Gagnon,"$19,000 ",2016
2967,Rashid Magomedov,"$18,500 ",2016
2968,Claudio Puelles,"$17,500 ",2016
2969,Clint Hester,"$17,000 ",2016
2970,Daniel Sarafian,"$17,000 ",2016
2971,Mitch Clarke,"$17,000 ",2016
2972,James Moontasri,"$16,500 ",2016
2973,Magomed Mustafaev,"$16,500 ",2016
2974,Masanori Kanehara,"$16,500 ",2016
2975,Phillipe Nover,"$16,500 ",2016
2976,Robert Whiteford,"$16,500 ",2016
2977,Zubaira Tukhugov,"$16,500 ",2016
2978,Enrique Marin,"$15,500 ",2016
2979,Marcelo Guimaraes,"$15,500 ",2016
2980,Ashley Yoder,"$14,900 ",2016
2981,Jocelyn Jones-Lybarger,"$14,900 ",2016
2982,Alvaro Herrera Mendoza,"$14,500 ",2016
2983,Augusto Montano,"$14,500 ",2016
2984,Brad Scott,"$14,500 ",2016
2985,Chris Beal,"$14,500 ",2016
2986,Chris Dempsey,"$14,500 ",2016
2987,Chris Kelades,"$14,500 ",2016
2988,Cody Pfister,"$14,500 ",2016
2989,Darrell Horcher,"$14,500 ",2016
2990,Dileno Lopes,"$14,500 ",2016
2991,Elizabeth Phillips,"$14,500 ",2016
2992,Fernando Bruno,"$14,500 ",2016
2993,Frankie Perez,"$14,500 ",2016
2994,Fredy Serrano,"$14,500 ",2016
2995,Hector Sandoval,"$14,500 ",2016
2996,Hector Urbina,"$14,500 ",2016
2997,Ian Entwistle,"$14,500 ",2016
2998,Jerrod Sanders,"$14,500 ",2016
2999,Julian Erosa,"$14,500 ",2016
3000,Leandro Issa,"$14,500 ",2016
3001,Levan Makashvili,"$14,500 ",2016
3002,Mark Eddiva,"$14,500 ",2016
3003,Masio Fullen,"$14,500 ",2016
3004,Michael McBride,"$14,500 ",2016
3005,Mike Wilkinson,"$14,500 ",2016
3006,Guangyou Ning,"$14,500 ",2016
3007,Aleksei Oleinik,"$14,500 ",2016
3008,Sabah Homasi,"$14,500 ",2016
3009,Tae Hyun Bang,"$14,500 ",2016
3010,Tiago Trator,"$14,500 ",2016
3011,Tony Sims,"$14,500 ",2016
3012,Viktor Pesta,"$14,500 ",2016
3013,Willie Gates,"$14,500 ",2016
3014,Yan Cabral,"$14,500 ",2016
3015,Yao Zhikui,"$14,500 ",2016
3016,Alex Ricci,"$12,500 ",2016
3017,Anton Zafir,"$12,500 ",2016
3018,Bojan Mihajlovic,"$12,500 ",2016
3019,Brian Camozzi,"$12,500 ",2016
3020,Cesar Arzamendia,"$12,500 ",2016
3021,Charlie Ward,"$12,500 ",2016
3022,Chase Sherman,"$12,500 ",2016
3023,Chris de la Rocha,"$12,500 ",2016
3024,Cody East,"$12,500 ",2016
3025,Cory Hendricks,"$12,500 ",2016
3026,Cyril Asker,"$12,500 ",2016
3027,Damir Hadzovic,"$12,500 ",2016
3028,Damon Jackson,"$12,500 ",2016
3029,Dmitry Smoliakov,"$12,500 ",2016
3030,Dominic Waters,"$12,500 ",2016
3031,Edgar Garcia,"$12,500 ",2016
3032,Felipe Olivieri,"$12,500 ",2016
3033,Filip Pejic,"$12,500 ",2016
3034,Henry Briones,"$12,500 ",2016
3035,Horacio Gutierrez,"$12,500 ",2016
3036,JC Cottrell,"$12,500 ",2016
3037,Jason Gonzalez,"$12,500 ",2016
3038,Jim Wallhead,"$12,500 ",2016
3039,JJ Aldrich,"$12,500 ",2016
3040,Joachim Christensen,"$12,500 ",2016
3041,Jonavin Webb,"$12,500 ",2016
3042,Jordan Rinaldi,"$12,500 ",2016
3043,Josh Samman,"$12,500 ",2016
3044,Keith Berish,"$12,500 ",2016
3045,Kwan Ho Kwak,"$12,500 ",2016
3046,Lina Lansberg,"$12,500 ",2016
3047,Marcin Held,"$12,500 ",2016
3048,Mark Godbeer,"$12,500 ",2016
3049,Martin Svensson,"$12,500 ",2016
3050,Matt Dwyer,"$12,500 ",2016
3051,Matt Schnell,"$12,500 ",2016
3052,Mike Jackson,"$12,500 ",2016
3053,Milana Dudieva,"$12,500 ",2016
3054,Nina Nunes,"$12,500 ",2016
3055,Rin Nakai,"$12,500 ",2016
3056,Anthony Rocco Martin,"$12,500 ",2016
3057,Veronica Macedo,"$12,500 ",2016
3058,Yusuke Kasuya,"$12,500 ",2016
3059,Augusto Mendes,"$10,500 ",2016
3060,Georges St-Pierre,"$2,580,000 ",2017
3061,Alistair Overeem,"$2,430,000 ",2017
3062,Daniel Cormier,"$1,680,000 ",2017
3063,Mark Hunt,"$1,570,000 ",2017
3064,Fabricio Werdum,"$1,135,000 ",2017
3065,Tyron Woodley,"$1,080,000 ",2017
3066,Demetrious Johnson,"$910,000 ",2017
3067,Max Holloway,"$850,000 ",2017
3068,Chris Weidman,"$845,000 ",2017
3069,Vitor Belfort,"$830,000 ",2017
3070,Anderson Silva,"$820,000 ",2017
3071,Cristiane Justino,"$820,000 ",2017
3072,Andrei Arlovski,"$810,000 ",2017
3073,Michael Bisping,"$810,000 ",2017
3074,Jose Aldo,"$720,000 ",2017
3075,Stipe Miocic,"$690,000 ",2017
3076,Holly Holm,"$675,000 ",2017
3077,Tony Ferguson,"$630,000 ",2017
3078,Jon Jones,"$580,000 ",2017
3079,Robert Whittaker,"$558,000 ",2017
3080,Ovince Saint Preux,"$543,800 ",2017
3081,Robbie Lawler,"$540,000 ",2017
3082,Anthony ‘Rumble’ Johnson,"$530,000 ",2017
3083,Donald Cerrone,"$525,000 ",2017
3084,Kevin Lee,"$517,000 ",2017
3085,Stephen Thompson,"$478,000 ",2017
3086,Dustin Poirier,"$465,000 ",2017
3087,Johny Hendricks,"$460,000 ",2017
3088,Justin Gaethje,"$457,500 ",2017
3089,Demian Maia,"$434,000 ",2017
3090,Joanna Jedrzejczyk,"$430,000 ",2017
3091,Junior dos Santos,"$430,000 ",2017
3092,Yoel Romero,"$430,000 ",2017
3093,Rafael dos Anjos,"$422,000 ",2017
3094,Frankie Edgar,"$420,000 ",2017
3095,Glover Teixeira,"$420,000 ",2017
3096,Marlon Moraes,"$413,500 ",2017
3097,Ronaldo ‘Jacare’ Souza,"$400,000 ",2017
3098,Anthony Pettis,"$395,000 ",2017
3099,Cody Garbrandt,"$390,000 ",2017
3100,Raphael Assuncao,"$372,600 ",2017
3101,Cub Swanson,"$364,000 ",2017
3102,Jessica Andrade,"$353,000 ",2017
3103,Jorge Masvidal,"$353,000 ",2017
3104,B.J. Penn,"$340,000 ",2017
3105,Rashad Evans,"$340,000 ",2017
3106,Derrick Lewis,"$327,000 ",2017
3107,Jim Miller,"$323,000 ",2017
3108,Rose Namajunas,"$322,500 ",2017
3109,Travis Browne,"$320,000 ",2017
3110,Kelvin Gastelum,"$318,400 ",2017
3111,Joe Lauzon,"$300,000 ",2017
3112,Tim Boetsch,"$300,000 ",2017
3113,Gunnar Nelson,"$293,000 ",2017
3114,Valentina Shevchenko,"$284,500 ",2017
3115,Jesse Taylor,"$282,500 ",2017
3116,T.J. Dillashaw,"$280,000 ",2017
3117,Thiago Santos,"$279,000 ",2017
3118,Mauricio ‘Shogun’ Rua,"$275,000 ",2017
3119,Paul Felder,"$271,000 ",2017
3120,Jason Knight,"$269,000 ",2017
3121,Brian Ortega,"$267,500 ",2017
3122,Clay Guida,"$264,000 ",2017
3123,Derek Brunson,"$264,000 ",2017
3124,Nate Marquardt,"$264,000 ",2017
3125,Alex Oliveira,"$263,000 ",2017
3126,Darren Elkins,"$262,000 ",2017
3127,Jeremy Stephens,"$261,000 ",2017
3128,Eddie Alvarez,"$257,500 ",2017
3129,Tim Elliott,"$257,000 ",2017
3130,Gilbert Melendez,"$255,000 ",2017
3131,Edson Barboza,"$251,000 ",2017
3132,Amanda Nunes,"$250,000 ",2017
3133,Tecia Torres,"$242,800 ",2017
3134,Neil Magny,"$240,000 ",2017
3135,Iuri Alcantara,"$236,000 ",2017
3136,Jimi Manuwa,"$232,000 ",2017
3137,Marcin Tybura,"$231,500 ",2017
3138,Diego Sanchez,"$230,000 ",2017
3139,Henry Cejudo,"$230,000 ",2017
3140,Jan Blachowicz,"$229,000 ",2017
3141,John Moraga,"$227,000 ",2017
3142,Wilson Reis,"$223,000 ",2017
3143,Lyoto Machida,"$220,000 ",2017
3144,Matt Brown,"$220,000 ",2017
3145,Francis Ngannou,"$218,500 ",2017
3146,Khabib Nurmagomedov,"$215,000 ",2017
3147,David Branch,"$212,500 ",2017
3148,Aljamain Sterling,"$212,000 ",2017
3149,Jared Cannonier,"$212,000 ",2017
3150,Yair Rodriguez,"$212,000 ",2017
3151,Volkan Oezdemir,"$211,500 ",2017
3152,Li Jingliang,"$211,000 ",2017
3153,Charles Oliveira,"$208,000 ",2017
3154,Nik Lentz,"$203,000 ",2017
3155,Ricardo Lamas,"$201,000 ",2017
3156,Santiago Ponzinibbio,"$197,000 ",2017
3157,Aleksei Oleinik,"$192,000 ",2017
3158,Sergio Pettis,"$192,000 ",2017
3159,Claudia Gadelha,"$190,500 ",2017
3160,Mike Perry,"$188,000 ",2017
3161,Carla Esparza,"$181,000 ",2017
3162,Tim Means,"$181,000 ",2017
3163,Germaine de Randamie,"$180,000 ",2017
3164,Luke Rockhold,"$180,000 ",2017
3165,Thales Leites,"$179,000 ",2017
3166,Yancy Medeiros,"$179,000 ",2017
3167,Ray Borg,"$175,000 ",2017
3168,Elizeu Zaleski dos Santos,"$165,000 ",2017
3169,Brian Kelleher,"$163,500 ",2017
3170,James Vick,"$162,500 ",2017
3171,Alexander Gustafsson,"$162,000 ",2017
3172,Brad Tavares,"$162,000 ",2017
3173,Sam Alvey,"$160,200 ",2017
3174,Chad Laprise,"$160,000 ",2017
3175,Gregor Gillespie,"$157,000 ",2017
3176,Lando Vannata,"$155,000 ",2017
3177,Colby Covington,"$154,000 ",2017
3178,Nordine Taleb,"$154,000 ",2017
3179,Nicco Montano,"$152,500 ",2017
3180,Roxanne Modafferi,"$152,500 ",2017
3181,Dan Hooker,"$152,000 ",2017
3182,Alex Caceres,"$151,000 ",2017
3183,Gegard Mousasi,"$150,000 ",2017
3184,Zabit Magomedsharipov,"$149,000 ",2017
3185,Pedro Munhoz,"$148,000 ",2017
3186,Elias Theodorou,"$147,000 ",2017
3187,Darren Till,"$141,500 ",2017
3188,John Dodson,"$141,000 ",2017
3189,Marlon Vera,"$140,500 ",2017
3190,Chase Sherman,"$140,000 ",2017
3191,Walt Harris,"$140,000 ",2017
3192,Francisco Trinaldo,"$139,000 ",2017
3193,Felice Herrig,"$138,000 ",2017
3194,Joshua Burkman,"$138,000 ",2017
3195,Myles Jury,"$136,000 ",2017
3196,Angela Hill,"$135,000 ",2017
3197,Marc Diakiese,"$133,500 ",2017
3198,Alexis Davis,"$133,000 ",2017
3199,Cezar Ferreira,"$132,000 ",2017
3200,Dustin Ortiz,"$132,000 ",2017
3201,Belal Muhammad,"$130,000 ",2017
3202,Carlos Condit,"$130,000 ",2017
3203,Takanori Gomi,"$130,000 ",2017
3204,Tonya Evinger,"$130,000 ",2017
3205,Paulo Costa,"$129,500 ",2017
3206,Rani Yahya,"$129,000 ",2017
3207,Daniel Kelly,"$127,000 ",2017
3208,Cynthia Calvillo,"$126,200 ",2017
3209,Sage Northcutt,"$125,000 ",2017
3210,Michel Prazeres,"$124,400 ",2017
3211,Louis Smolka,"$124,000 ",2017
3212,Gerald Meerschaert,"$123,500 ",2017
3213,Josh Emmett,"$123,500 ",2017
3214,Yuta Sasaki,"$120,500 ",2017
3215,Frankie Saenz,"$120,000 ",2017
3216,Brett Johns,"$119,000 ",2017
3217,Rob Font,"$119,000 ",2017
3218,Bobby Green,"$118,000 ",2017
3219,Gray Maynard,"$117,000 ",2017
3220,Hector Lombard,"$116,000 ",2017
3221,David Teymur,"$115,000 ",2017
3222,Roy Nelson,"$115,000 ",2017
3223,Niko Price,"$114,500 ",2017
3224,Antonio Carlos Junior,"$114,000 ",2017
3225,Beneil Dariush,"$111,000 ",2017
3226,Curtis Blaydes,"$110,500 ",2017
3227,Will Brooks,"$110,500 ",2017
3228,Jeremy Kimball,"$110,300 ",2017
3229,Thiago Alves,"$110,000 ",2017
3230,Bojan Velickovic,"$109,500 ",2017
3231,Marcel Fortuna,"$109,500 ",2017
3232,Stefan Struve,"$109,000 ",2017
3233,Alexander Volkov,"$107,000 ",2017
3234,Dominick Reyes,"$107,000 ",2017
3235,Sara McMann,"$107,000 ",2017
3236,Shane Burgos,"$107,000 ",2017
3237,Renato Moicano,"$106,000 ",2017
3238,Sean Strickland,"$106,000 ",2017
3239,Ricky Glenn,"$105,500 ",2017
3240,Alex Garcia,"$103,000 ",2017
3241,C.B. Dollaway,"$101,000 ",2017
3242,Alejandro Perez,"$99,500 ",2017
3243,Kamaru Usman,"$99,500 ",2017
3244,Brandon Moreno,"$99,000 ",2017
3245,Joe Soto,"$99,000 ",2017
3246,Dennis Siver,"$98,000 ",2017
3247,Gian Villante,"$96,000 ",2017
3248,John Lineker,"$96,000 ",2017
3249,Uriah Hall,"$96,000 ",2017
3250,Chan Sung Jung,"$95,000 ",2017
3251,Jordan Mein,"$95,000 ",2017
3252,Jake Ellenberger,"$93,000 ",2017
3253,Erick Silva,"$92,000 ",2017
3254,Artem Lobov,"$91,500 ",2017
3255,Alessio Di Chirico,"$91,000 ",2017
3256,Mairbek Taisumov,"$91,000 ",2017
3257,Court McGee,"$90,000 ",2017
3258,Leon Edwards,"$90,000 ",2017
3259,Darren Stewart,"$87,500 ",2017
3260,Marcin Held,"$87,500 ",2017
3261,Augusto Mendes,"$87,000 ",2017
3262,Jason Gonzalez,"$87,000 ",2017
3263,Mark Godbeer,"$87,000 ",2017
3264,Khalil Rountree Jr..,"$86,500 ",2017
3265,Dong Hyun Kim,"$86,000 ",2017
3266,Damien Brown,"$85,000 ",2017
3267,Junior Albini,"$85,000 ",2017
3268,Ben Nguyen,"$84,500 ",2017
3269,Damian Stasiak,"$83,000 ",2017
3270,Frank Camacho,"$83,000 ",2017
3271,Andre Fili,"$82,000 ",2017
3272,Anthony Smith,"$82,000 ",2017
3273,Ben Saunders,"$82,000 ",2017
3274,Scott Holtzman,"$81,500 ",2017
3275,Charles Rosa,"$80,500 ",2017
3276,Dennis Bermudez,"$80,000 ",2017
3277,Omari Akhmedov,"$79,000 ",2017
3278,Cortney Casey,"$78,000 ",2017
3279,Patrick Cummins,"$78,000 ",2017
3280,Jack Hermansson,"$75,500 ",2017
3281,Joe Duffy,"$75,500 ",2017
3282,Rashad Coulter,"$75,000 ",2017
3283,Abel Trujillo,"$74,000 ",2017
3284,Ed Herman,"$74,000 ",2017
3285,John Makdessi,"$74,000 ",2017
3286,Ricardo Ramos,"$74,000 ",2017
3287,Ross Pearson,"$74,000 ",2017
3288,Chas Skelly,"$73,500 ",2017
3289,Damir Hadzovic,"$72,500 ",2017
3290,Danny Henry,"$72,500 ",2017
3291,Gokhan Saki,"$72,500 ",2017
3292,Humberto Bandenay,"$72,500 ",2017
3293,Joseph Morales,"$72,500 ",2017
3294,Julian Marquez,"$72,500 ",2017
3295,Song Yadong,"$72,500 ",2017
